questions,answer
  093+9,399 
  14+14,82  
 813+69,414 
462+958,1123
274+457,1226
  521+7,132 
 472+69,370 
442+056,894 
945+467,1313
793+572,672 
 714+47,491 
  2+094,492 
 018+47,884 
 088+17,951 
154+229,1373
 424+73,461 
 161+95,220 
 75+429,981 
 72+872,305 
465+498,1458
 853+67,434 
 598+14,936 
 223+52,347 
  586+0,685 
379+607,1679
  1+319,914 
 399+73,1030
 813+97,397 
 04+142,281 
 071+94,219 
267+862,1030
 524+15,476 
 331+39,226 
 534+82,463 
881+201,290 
 098+69,986 
666+365,1229
 213+79,409 
011+927,839 
 089+85,1038
225+349,1465
484+476,1158
204+151,553 
 21+782,299 
 96+915,588 
154+495,1045
  409+5,909 
 616+63,652 
155+316,1164
  11+95,70  
748+736,1484
339+539,1868
 091+29,282 
 913+81,337 
399+342,1236
  856+0,658 
 014+95,469 
  8+017,718 
911+315,632 
637+232,968 
  7+936,646 
178+985,1460
 06+967,829 
  8+846,656 
 13+436,665 
 339+42,957 
 282+78,369 
 47+298,966 
 788+65,943 
 921+08,209 
921+083,509 
 31+007,713 
907+357,1462
 656+92,685 
014+182,691 
159+671,1127
 964+89,567 
368+695,1459
  438+9,843 
 75+675,633 
  8+824,436 
  55+77,132 
 77+784,564 
 26+364,525 
486+862,952 
 048+58,925 
 73+561,202 
749+504,1352
609+634,1342
841+659,1104
 59+026,715 
 49+476,768 
716+398,1510
  3+114,414 
763+157,1118
 595+57,670 
  4+569,969 
929+351,1082
 19+248,933 
  7+057,757 
 466+53,699 
 161+28,243 
  751+1,158 
 357+59,848 
 59+256,747 
 88+577,863 
 82+123,349 
 68+095,676 
 188+49,975 
 145+14,582 
 27+268,934 
961+219,1081
 782+17,358 
 25+278,924 
 804+89,506 
  901+0,109 
 95+981,248 
 704+75,464 
 315+45,567 
  354+7,460 
 153+54,396 
 71+771,194 
  9+233,341 
085+372,853 
  496+1,695 
  82+05,78  
304+528,1228
 962+14,310 
  52+81,43  
525+549,1470
 899+02,1018
536+523,960 
607+625,1232
 62+134,457 
 34+638,879 
881+349,1131
616+784,1103
  2+048,842 
 05+747,797 
998+527,1624
 652+54,301 
 59+875,673 
 258+16,913 
  47+86,142 
  135+9,540 
  2+396,695 
  161+3,164 
678+952,1135
  9+761,176 
529+981,1114
556+339,1588
 31+333,346 
  0+259,952 
 05+775,627 
  58+98,174 
  99+63,135 
508+001,905 
 797+92,826 
889+609,1894
 201+45,156 
019+778,1787
961+661,335 
028+783,1207
836+257,1390
  56+67,141 
 74+702,254 
633+282,618 
 045+44,584 
156+675,1227
307+711,820 
  495+7,601 
 96+672,345 
 809+45,962 
 192+35,344 
 109+98,990 
  31+74,60  
782+791,484 
  26+52,87  
 894+53,533 
  19+37,164 
 903+18,390 
 23+839,970 
 29+065,652 
531+686,821 
 107+77,778 
 51+464,479 
 283+19,473 
 234+76,499 
018+771,987 
  535+8,543 
 548+78,932 
681+448,1030
907+313,1022
 817+87,796 
733+314,750 
002+344,643 
 65+771,233 
669+299,1958
 64+339,979 
  093+8,398 
 41+205,516 
 336+38,716 
 537+98,824 
 55+491,249 
 92+055,579 
 08+723,407 
 06+707,767 
  73+59,132 
 94+722,276 
  1+714,418 
427+086,1404
 76+318,880 
  775+1,578 
 41+719,931 
 067+13,791 
  5+788,892 
 01+423,334 
904+415,923 
  648+1,847 
 873+36,441 
 125+62,547 
951+615,675 
 115+58,596 
 964+44,513 
015+322,733 
161+232,393 
 57+934,514 
  233+7,339 
 989+14,1030
 771+05,227 
234+494,926 
  853+3,361 
  3+232,235 
 19+328,914 
 663+93,405 
 55+527,780 
 46+897,862 
 999+41,1013
328+623,1149
 602+31,219 
 395+33,626 
 81+993,417 
 232+96,301 
072+712,487 
 78+468,951 
502+935,744 
876+321,801 
 371+07,243 
743+955,906 
 268+53,897 
 47+037,804 
 69+304,499 
 43+739,971 
  3+291,195 
767+448,1611
  44+69,140 
932+782,526 
  116+6,617 
 87+215,590 
  457+2,756 
 601+35,159 
 53+539,970 
267+649,1708
157+662,1017
896+259,1650
 22+768,889 
 531+11,146 
 448+74,891 
 81+937,757 
865+165,1129
  7+633,343 
202+551,357 
 78+448,931 
 746+66,713 
929+692,1225
 47+897,872 
  8+706,615 
226+376,1295
816+081,798 
  9+193,400 
 225+37,595 
 64+102,247 
 075+36,633 
 91+874,497 
 49+768,961 
 96+426,693 
 73+633,373 
 475+55,629 
 028+02,840 
 374+12,494 
 11+497,805 
 11+105,512 
  54+87,123 
  57+68,161 
822+451,382 
 162+09,351 
 67+947,825 
 81+337,751 
 23+563,397 
 669+71,983 
  6+572,281 
828+752,1085
 796+63,733 
 11+361,174 
918+092,1109
 104+02,421 
 75+156,708 
 683+39,479 
662+357,1019
163+248,1203
  445+3,547 
  38+35,136 
721+543,472 
594+664,961 
 65+123,377 
 19+122,312 
 617+65,772 
  4+075,574 
882+916,907 
482+469,1248
475+081,754 
 033+63,366 
 17+711,188 
 744+92,476 
909+379,1882
 364+11,474 
 14+193,432 
 583+51,400 
 359+79,1050
 35+891,251 
 56+502,270 
 413+44,358 
 424+32,447 
  3+464,467 
 156+28,733 
899+539,1933
  795+9,606 
 45+819,972 
907+406,1313
 409+06,964 
 54+309,948 
 17+585,656 
 43+086,714 
 107+42,725 
 698+16,957 
  9+431,143 
027+697,1516
  29+95,151 
 562+52,290 
 65+418,870 
 32+581,208 
 36+057,813 
 648+95,905 
  1+451,155 
 362+18,344 
 021+26,182 
799+879,1975
 465+59,659 
359+584,1438
 37+545,618 
727+806,1335
 57+003,375 
 372+98,362 
  019+2,912 
 103+09,391 
 106+75,658 
 99+272,371 
385+477,1357
509+623,1231
 32+471,197 
 43+654,490 
 14+764,508 
565+782,852 
211+336,745 
477+082,1054
 35+672,329 
 718+86,885 
  32+19,114 
 21+133,343 
 807+18,789 
 03+266,692 
 415+22,536 
 25+575,627 
  2+623,328 
 352+54,298 
 257+52,777 
 03+487,814 
591+323,518 
 67+677,852 
 359+81,971 
  7+022,227 
022+884,708 
 63+582,321 
113+211,423 
 591+99,294 
215+714,929 
025+846,1168
 103+44,345 
  35+34,96  
  122+2,223 
  997+6,805 
  95+32,82  
612+206,818 
  204+4,406 
 835+65,594 
808+325,1331
852+823,586 
 654+33,489 
  35+69,149 
 213+92,341 
  57+59,170 
  8+488,892 
  684+2,488 
 609+59,1001
  55+55,110 
  37+74,120 
 79+736,734 
962+951,428 
  4+062,264 
 542+41,259 
889+094,1478
372+349,1216
274+555,1027
 36+796,760 
 41+318,827 
 31+922,242 
646+302,849 
379+082,1253
 31+773,390 
302+271,375 
402+809,1112
  438+6,840 
 26+467,826 
 59+263,457 
 08+018,890 
 531+76,202 
499+182,1275
 482+15,335 
193+467,1155
411+762,381 
 93+872,317 
  3+619,919 
  7+493,401 
 88+586,773 
116+697,1407
 057+27,822 
  3+564,468 
 526+78,712 
 17+871,249 
 711+74,164 
 749+43,981 
 03+353,383 
  78+36,150 
 625+16,587 
333+209,1235
449+482,1228
141+674,617 
  77+61,93  
677+549,1721
 15+443,395 
 884+65,544 
 877+45,832 
  978+2,881 
 53+899,1033
  4+229,926 
 269+72,989 
 64+491,240 
999+895,1597
  78+41,101 
 12+949,970 
374+945,1022
 096+78,777 
 97+581,264 
 034+44,474 
 96+682,355 
 277+38,855 
 417+98,803 
  36+57,138 
 08+003,380 
545+549,1490
 092+09,380 
  6+671,182 
  83+13,69  
 892+27,370 
928+751,986 
  568+9,874 
446+616,1260
 96+527,794 
409+287,1686
376+794,1170
124+729,1348
 19+771,268 
894+302,701 
 786+75,744 
 391+75,250 
118+664,1277
 95+575,634 
  2+299,994 
 179+57,1046
 734+63,473 
 581+11,196 
383+987,1172
 812+42,242 
 844+83,486 
 99+793,496 
 098+65,946 
 07+007,770 
 124+48,505 
629+688,1812
 24+178,913 
  0+424,424 
 216+83,650 
 286+26,744 
518+086,1495
234+811,550 
 83+727,765 
 604+98,495 
006+371,773 
 378+21,885 
 82+723,355 
053+898,1248
  1+722,228 
 749+33,980 
 87+101,179 
163+381,544 
  614+6,422 
  826+5,633 
223+971,501 
774+236,1109
 84+109,949 
804+307,1111
  6+588,891 
453+718,1171
 397+16,854 
 08+884,568 
 52+305,528 
  027+5,725 
 094+77,567 
 16+189,1042
 105+69,597 
 657+61,772 
488+069,1844
 165+55,616 
 166+76,728 
 58+571,260 
 611+17,187 
 88+894,586 
 963+77,446 
355+931,692 
876+899,1676
 646+07,716 
 468+69,960 
  51+73,52  
026+393,1013
 22+894,520 
535+407,1239
 808+36,871 
435+234,966 
  527+1,726 
 616+43,650 
 773+03,407 
 536+36,698 
167+306,1364
  0+195,591 
 314+02,433 
 72+831,165 
254+486,1136
073+933,709 
195+451,745 
 713+99,416 
476+161,835 
287+113,1093
421+621,250 
 958+66,925 
 22+815,540 
  232+0,232 
133+447,1075
 49+328,917 
  6+954,465 
 819+09,1008
 56+167,826 
 41+695,610 
 14+095,631 
 69+997,895 
 271+68,258 
 444+85,502 
846+774,1125
  515+0,515 
916+391,812 
 79+355,650 
728+082,1107
 44+655,600 
 96+591,264 
 426+29,716 
  013+4,314 
615+776,1193
  3+923,332 
439+409,1838
 171+42,195 
075+069,1530
888+598,1783
046+259,1592
  447+2,746 
  2+611,118 
 779+83,1015
  063+4,364 
  5+252,257 
  5+551,160 
807+869,1676
706+501,712 
 08+872,358 
 34+356,696 
 205+85,560 
  4+107,705 
 64+191,237 
967+354,1222
  493+8,402 
  918+2,821 
353+367,1116
 97+487,863 
 427+23,756 
853+925,887 
267+026,1382
913+373,692 
082+673,656 
 777+99,876 
 734+61,453 
 91+229,941 
 228+12,843 
 72+702,234 
 759+62,983 
  0+012,210 
  8+647,754 
418+199,1805
 187+33,814 
 92+869,997 
 483+96,453 
787+838,1625
854+353,811 
  5+776,682 
 11+329,934 
 88+615,604 
 391+92,222 
 51+287,797 
 428+27,896 
358+812,1071
882+123,609 
 487+41,798 
117+419,1625
 47+777,851 
468+509,1769
 84+322,271 
 663+16,427 
 019+12,931 
 39+517,808 
 74+435,581 
 377+49,867 
  0+058,850 
 139+13,962 
644+101,547 
774+406,1081
672+883,664 
 492+92,323 
994+061,659 
675+852,834 
 348+61,859 
 91+601,125 
  6+411,120 
 053+62,376 
 686+58,771 
  297+0,792 
 69+029,1016
  11+75,68  
  7+611,123 
221+323,445 
  0+912,219 
  62+84,74  
689+201,1088
 52+074,495 
 521+64,171 
 772+57,352 
 47+224,496 
  5+588,890 
 453+04,394 
 812+78,305 
764+652,723 
  5+828,833 
729+003,1227
726+656,1283
 68+283,468 
 417+08,794 
654+125,977 
 708+83,845 
 013+07,380 
 95+469,1023
 04+686,726 
  33+38,116 
 58+371,258 
  6+482,290 
 69+754,553 
 02+087,800 
  7+278,879 
 214+39,505 
 06+293,452 
775+453,931 
 453+91,373 
 046+21,652 
 45+148,895 
  159+9,960 
 817+19,809 
836+626,1264
 471+21,186 
 131+33,164 
 824+85,486 
  7+477,781 
 855+21,570 
 444+73,481 
 705+54,552 
905+528,1334
423+258,1176
224+135,953 
 102+81,219 
019+134,1341
567+135,1296
292+845,840 
  331+2,135 
 193+28,473 
309+756,1560
  4+748,851 
398+496,1587
097+755,1347
 62+649,972 
692+674,772 
 98+645,635 
 51+193,406 
 814+34,461 
856+532,893 
 57+811,193 
193+044,831 
  188+3,884 
 65+878,934 
 254+86,520 
896+693,1094
 701+66,173 
326+922,852 
 495+75,651 
362+303,566 
 809+95,967 
575+131,706 
674+919,1395
 19+096,781 
 03+044,470 
635+669,1502
 243+78,429 
  728+6,833 
538+509,1740
  7+449,951 
 67+907,785 
586+613,1001
749+855,1505
  36+56,128 
 214+89,510 
 419+86,982 
474+393,867 
 11+843,359 
 229+82,950 
  95+78,146 
697+668,1662
 07+109,971 
401+227,826 
311+083,493 
811+218,930 
679+964,1445
 971+16,240 
901+512,324 
 817+13,749 
 706+69,703 
779+155,1528
 11+751,168 
 296+67,768 
 76+133,398 
826+477,1402
  355+9,562 
966+156,1320
  7+413,321 
 881+11,199 
  0+461,164 
 63+591,231 
426+305,1127
 705+33,540 
338+201,935 
  1+426,625 
945+888,1437
108+138,1632
879+243,1320
386+048,1523
 03+732,267 
 997+38,882 
 577+56,840 
112+615,727 
 18+936,720 
 03+932,269 
 517+38,798 
 485+76,651 
 547+97,824 
 177+69,867 
  0+872,278 
  3+598,898 
182+625,807 
304+329,1326
  53+57,110 
 868+39,961 
 102+27,273 
 977+01,789 
862+009,1168
942+275,821 
  76+46,131 
329+908,1732
311+691,309 
742+559,1202
168+372,1134
  493+0,394 
 21+605,518 
 09+221,212 
665+077,1336
 37+061,233 
544+975,1024
 16+432,295 
 32+099,1013
329+079,1893
  44+34,87  
925+731,666 
 223+47,396 
 407+47,778 
 649+81,964 
 697+59,891 
969+054,1419
 538+12,856 
 914+34,462 
 181+82,209 
 76+921,196 
 26+371,235 
 07+965,639 
 759+87,1035
022+028,1040
 09+143,431 
 16+388,944 
 66+472,340 
 208+55,857 
 197+27,863 
 523+01,335 
  146+3,644 
571+218,987 
651+067,916 
 84+794,545 
 847+67,824 
  7+926,636 
177+719,1688
 39+832,331 
421+017,834 
142+503,546 
 793+96,466 
  363+5,368 
  5+866,673 
934+288,1321
  3+668,869 
 561+47,239 
  4+827,732 
 67+734,513 
087+511,895 
  1+458,855 
 05+137,781 
 725+06,587 
 328+68,909 
 09+021,210 
434+758,1291
  3+662,269 
  635+7,543 
247+238,1574
 27+007,772 
 82+689,1014
  99+69,195 
 15+816,669 
059+564,1415
093+141,531 
918+879,1797
 135+42,555 
 411+67,190 
 15+108,852 
 128+71,838 
317+113,1024
 62+863,394 
858+598,1753
 567+48,849 
178+574,1346
143+426,965 
 69+637,832 
 65+792,353 
 125+43,555 
068+535,1395
 217+15,763 
 31+818,831 
613+323,639 
 43+535,569 
 285+95,641 
  93+06,99  
 993+42,423 
509+893,1303
 361+98,252 
 13+523,356 
 08+259,1032
 819+59,1013
689+458,1840
 115+66,577 
469+177,1735
 83+341,181 
871+506,783 
 97+544,524 
  2+923,331 
773+162,638 
 63+937,775 
 375+39,666 
544+608,1251
148+043,1181
 13+116,642 
 275+72,599 
 95+754,516 
 379+54,1018
 51+674,491 
 84+375,621 
 741+71,164 
709+623,1233
909+802,1117
  133+4,335 
  7+329,930 
 16+126,682 
 22+694,518 
471+972,453 
  508+0,805 
971+558,1034
  475+7,581 
199+401,1095
 631+19,227 
  511+6,121 
 333+65,389 
 99+082,379 
029+132,1151
 657+03,786 
 501+86,173 
 13+019,941 
 15+697,847 
 143+01,351 
243+377,1115
 653+25,408 
 42+314,437 
618+855,1374
  924+2,431 
609+924,1335
 258+42,876 
 57+345,618 
  84+05,98  
028+987,1609
 564+71,482 
126+935,1160
237+072,1002
  807+4,712 
015+909,1419
876+076,1348
 011+62,136 
 83+178,909 
123+002,521 
 21+331,145 
  2+263,364 
385+832,821 
402+526,829 
925+002,729 
902+019,1119
557+391,948 
 57+507,780 
 56+831,203 
694+189,1477
004+653,756 
765+912,786 
  83+07,108 
762+879,1245
 817+73,755 
214+792,709 
 87+671,254 
 768+63,903 
733+277,1109
756+593,1052
192+516,906 
 965+03,599 
277+107,1473
 31+778,890 
 878+02,898 
803+386,991 
 59+586,780 
848+041,988 
  87+51,93  
 212+73,249 
 789+68,1073
 938+68,925 
  0+631,136 
628+534,1261
 65+939,995 
 63+537,771 
 519+06,975 
  65+42,80  
136+781,818 
  2+825,530 
611+643,462 
517+962,984 
 76+059,1017
 453+54,399 
  14+07,111 
  9+888,897 
 07+625,596 
 437+29,826 
 766+86,735 
 27+086,752 
 973+85,437 
076+802,878 
612+502,421 
383+327,1106
619+552,1171
  332+7,240 
 904+33,442 
884+333,821 
525+229,1447
 395+36,656 
 82+808,836 
757+779,1734
 22+906,631 
 828+04,868 
 609+95,965 
  207+2,704 
 26+932,301 
  842+5,253 
752+686,943 
 75+971,236 
644+066,1106
  031+0,130 
 59+309,998 
  96+69,165 
883+733,725 
842+114,659 
 49+883,482 
631+903,445 
  5+717,722 
 22+512,237 
  6+446,650 
 228+01,832 
  146+9,650 
 933+24,381 
 15+852,309 
 08+444,524 
 587+73,822 
 888+28,970 
 46+858,922 
 61+123,337 
 25+354,505 
 064+42,484 
 092+26,352 
208+021,922 
  096+7,697 
 275+71,589 
 88+878,966 
  6+101,107 
 814+05,468 
  7+403,311 
 46+103,365 
 03+554,485 
962+359,1222
 316+68,699 
 23+716,649 
 98+626,715 
 681+36,249 
 671+98,265 
 74+543,392 
 02+182,301 
055+805,1058
  07+79,167 
 56+034,495 
 58+779,1062
 76+753,424 
  205+8,510 
658+405,1360
 609+94,955 
526+372,898 
 421+38,207 
 728+26,889 
 394+42,517 
 113+53,346 
 49+888,982 
413+886,1002
 58+388,968 
056+251,802 
536+465,1199
149+131,1072
802+322,431 
 384+83,521 
 82+953,387 
806+607,1314
 51+779,992 
 98+469,1053
192+421,415 
 184+45,535 
  0+894,498 
 87+375,651 
 09+337,823 
  2+559,957 
 595+83,633 
 39+077,863 
 65+032,286 
713+097,1107
781+249,1129
  4+416,618 
181+936,820 
098+788,1777
 94+444,493 
348+405,1347
 057+05,800 
 94+594,544 
253+727,1079
 658+32,879 
 149+46,1005
  3+686,689 
  136+9,640 
284+536,1117
  55+97,134 
 65+515,571 
  031+8,138 
459+558,1809
  658+6,862 
 76+897,865 
 46+233,396 
979+703,1286
 698+89,994 
  4+255,556 
 929+23,961 
 76+268,929 
 037+79,827 
148+743,1188
 29+853,450 
  946+6,655 
 651+47,230 
612+087,996 
 83+725,565 
 44+922,273 
  746+2,649 
 659+71,973 
199+614,1407
375+279,1545
 17+382,354 
159+053,1301
 075+19,661 
 943+68,435 
 02+713,337 
  5+634,441 
703+379,1280
766+652,923 
  18+07,151 
 26+215,574 
 89+585,683 
 67+392,369 
411+285,696 
499+198,1885
802+507,913 
 79+294,589 
992+532,534 
116+087,1391
 457+54,799 
378+198,1764
722+285,809 
 77+703,384 
 31+845,561 
 003+16,361 
 006+04,640 
 29+971,271 
 194+09,581 
 89+648,944 
 875+18,659 
862+726,895 
 843+79,445 
  57+88,163 
273+583,757 
942+471,423 
 639+48,1020
 985+57,664 
  44+85,102 
295+678,1468
 72+322,250 
352+201,355 
  721+1,128 
395+528,1418
818+284,1300
799+909,1906
 627+26,788 
 427+92,753 
053+047,1090
 43+689,1020
 767+65,823 
 67+115,587 
  86+61,84  
 217+26,774 
 921+28,211 
 05+396,743 
 59+434,529 
  5+736,642 
 319+16,974 
 254+27,524 
 49+118,905 
 138+22,853 
  53+16,96  
 996+59,794 
153+539,1286
 407+37,777 
 576+12,696 
236+059,1582
  908+0,809 
 76+439,1001
972+824,707 
  11+65,67  
 278+26,934 
 056+99,749 
 995+31,612 
  03+52,55  
869+721,1095
 21+973,391 
 62+257,778 
 315+01,523 
671+095,766 
429+955,1483
 52+313,338 
 891+65,254 
 61+112,227 
015+098,1400
 06+385,643 
  7+344,450 
 41+634,450 
  4+263,366 
 32+199,1014
 21+834,450 
  862+4,272 
 001+74,147 
738+416,1451
 322+36,286 
 72+107,728 
 323+96,392 
  704+7,414 
 819+72,945 
 678+61,892 
534+875,1013
 426+62,650 
 547+55,800 
 29+003,392 
  12+27,93  
 819+55,973 
 69+926,725 
 82+781,215 
  267+3,765 
 316+67,689 
077+426,1394
 11+545,556 
 057+47,824 
 344+54,488 
372+021,393 
123+267,1083
325+141,664 
124+839,1359
 054+13,481 
 68+632,322 
 913+37,392 
  746+3,650 
014+363,773 
  2+141,143 
081+894,678 
 911+73,156 
405+216,1116
 678+09,966 
 55+262,317 
668+519,1781
971+195,770 
  51+07,85  
 698+38,979 
 373+52,398 
 02+001,120 
 906+71,626 
 17+339,1004
614+723,743 
474+664,940 
 97+039,1009
 712+18,298 
127+463,1085
 954+56,524 
906+758,1466
 01+156,661 
 784+67,563 
  76+06,127 
956+088,1539
 032+93,269 
776+724,1104
 891+76,265 
 67+081,256 
 144+87,519 
 592+91,314 
  4+376,677 
 98+159,1040
  348+6,849 
152+012,461 
768+906,1476
 27+584,557 
 061+44,204 
 69+017,806 
 022+82,248 
443+878,1222
 73+523,362 
  45+45,108 
 755+12,578 
 399+78,1080
  0+324,423 
 299+27,1064
 976+81,697 
 42+651,180 
 551+47,229 
 365+33,596 
 68+979,1065
 09+251,242 
243+126,963 
571+298,1067
768+107,1568
 45+436,688 
 04+393,433 
 139+02,951 
 037+25,782 
 28+344,525 
 48+219,996 
071+111,281 
574+946,1124
 02+935,559 
 908+07,879 
 882+38,371 
 257+55,807 
109+538,1736
 097+63,826 
 703+59,402 
 261+47,236 
 497+88,882 
 23+809,940 
 81+932,257 
808+101,909 
071+169,1131
 068+05,910 
 14+167,802 
 635+77,613 
579+258,1827
 088+88,968 
  302+0,203 
 68+699,1082
016+734,1047
  9+004,409 
 289+69,1078
272+701,379 
398+647,1639
 013+93,349 
 93+716,656 
435+205,1036
438+886,1522
 78+076,757 
 352+05,303 
 673+25,428 
  0+268,862 
 193+79,488 
 804+74,455 
 616+85,674 
 61+166,677 
 27+438,906 
075+738,1407
 528+34,868 
266+929,1591
345+796,1240
653+785,943 
 519+54,960 
 47+773,451 
 67+943,425 
 875+87,656 
219+236,1544
369+746,1610
 887+15,839 
  453+9,363 
  29+49,186 
 84+344,491 
 482+79,381 
 27+307,775 
 638+65,892 
 18+217,793 
 721+71,144 
  38+26,145 
703+559,1262
625+205,1028
  339+6,939 
397+843,1141
 332+19,324 
  861+2,170 
136+942,880 
 95+645,605 
 36+567,828 
818+844,1266
 867+48,852 
 472+39,367 
  8+569,973 
 23+779,1009
 74+648,893 
 18+621,207 
  72+92,56  
  518+4,819 
 715+83,555 
 27+716,689 
 436+54,679 
 64+852,304 
 861+99,267 
168+887,1649
 811+56,183 
 219+88,1000
 837+54,783 
 58+366,748 
 717+15,768 
268+989,1851
 04+378,913 
944+032,679 
 804+62,434 
 483+41,398 
  06+81,78  
138+238,1663
 64+939,985 
882+718,1105
 338+35,886 
 538+48,919 
 08+033,410 
 59+735,632 
513+867,1083
 515+21,527 
 01+888,898 
  223+1,323 
438+191,1025
 778+09,967 
 609+34,949 
 342+32,266 
461+897,962 
 187+31,794 
573+109,1276
 609+35,959 
 658+77,933 
 739+96,1006
 72+988,916 
667+832,1004
  898+6,904 
 036+96,699 
977+065,1339
824+421,552 
078+525,1395
  5+681,191 
645+435,1080
235+065,1092
 75+929,986 
 86+586,753 
 657+06,816 
 97+233,411 
 995+21,611 
209+594,1397
 292+96,361 
 642+65,302 
 274+47,546 
877+633,1114
434+771,611 
 31+247,755 
 363+06,423 
875+741,725 
 79+557,852 
 021+23,152 
  583+0,385 
 17+667,837 
 841+26,210 
517+662,981 
143+647,1087
 885+93,627 
174+633,807 
 43+856,692 
 14+661,207 
429+621,1050
929+009,1829
 802+82,236 
919+776,1596
 696+53,731 
  774+8,485 
 744+98,536 
  693+6,402 
295+331,725 
 84+452,302 
433+709,1241
199+185,1572
  864+0,468 
 06+058,910 
 885+46,652 
 459+24,996 
  62+68,112 
685+626,1212
496+144,1135
 452+16,315 
 99+347,842 
548+622,1071
 55+891,253 
 97+758,936 
 01+237,742 
 81+343,361 
 907+22,731 
044+188,1321
753+248,1199
 863+54,413 
448+462,1108
  6+901,115 
 52+548,870 
 377+46,837 
301+358,956 
 631+13,167 
  839+5,943 
  557+0,755 
347+781,930 
 18+396,774 
 88+998,987 
294+517,1207
  4+092,294 
  4+251,156 
  99+21,111 
505+069,1465
 812+21,230 
 038+61,846 
 91+091,209 
164+204,863 
 436+91,653 
  976+4,683 
 68+467,850 
  44+66,110 
494+707,1201
 22+791,219 
 69+345,639 
 043+96,409 
 241+12,163 
  43+89,132 
 32+864,491 
177+708,1578
  905+0,509 
  8+603,314 
  47+27,146 
155+484,1035
 36+722,290 
  8+462,272 
  7+321,130 
 23+223,354 
 69+003,396 
  1+391,194 
 794+11,508 
  02+42,44  
 166+82,689 
 29+685,678 
  51+22,37  
508+431,939 
 77+258,929 
543+178,1216
733+752,594 
 957+35,812 
 753+48,441 
 579+09,1065
 718+17,888 
 34+218,855 
978+626,1505
 48+894,582 
 412+13,245 
521+138,956 
 417+45,768 
 893+47,472 
593+047,1135
213+321,435 
 327+18,804 
887+252,1040
813+297,1110
  1+859,959 
 887+63,824 
 621+78,213 
754+677,1233
071+789,1157
 96+921,198 
 81+487,802 
 035+16,591 
  276+8,680 
 35+379,1026
 01+025,530 
 194+05,541 
546+854,1103
 42+992,323 
 204+17,473 
 48+505,589 
  3+303,306 
877+398,1671
091+538,1025
 01+728,837 
 85+633,394 
  275+2,574 
 48+787,871 
  49+71,111 
 48+196,775 
651+783,543 
276+271,844 
  73+94,86  
299+827,1720
967+724,1196
 44+405,548 
478+951,1033
 016+34,653 
 94+036,679 
 565+86,633 
 32+836,661 
 466+23,696 
 32+098,913 
 74+201,149 
464+812,682 
732+632,473 
 589+23,1017
541+417,859 
519+179,1886
 94+762,316 
 36+719,980 
  9+752,266 
201+887,890 
161+499,1155
244+962,711 
 891+56,263 
 842+63,284 
 06+528,885 
 26+316,675 
 666+88,754 
638+847,1584
 337+71,750 
196+609,1597
 536+23,667 
 808+85,866 
 523+54,370 
  0+164,461 
 16+483,445 
 14+492,335 
 56+701,172 
 486+05,734 
